target,target_neighborhood,target_list,basis,comp_address,comp_sold_price,comp_ppsf,comp_sqft
87 Isle Of Venice Drive Unit#201n,Nurmi Isles,3700201,same street,20 Isle Of Venice Dr Unit#PH-1,2885000,921.0,3134
2200 N Ocean Boulevard Unit#S-906,Auberge Beach Residences,3700000,same street,2200 N Ocean Blvd Unit#S506,4250000,1597.0,2661
2200 N Ocean Boulevard Unit#S-906,Auberge Beach Residences,3700000,same street,2200 N Ocean Blvd Unit#N302,3862500,1449.0,2666
2200 N Ocean Boulevard Unit#S-906,Auberge Beach Residences,3700000,same street,2200 N Ocean Blvd Unit#S303,3700000,1411.0,2623
2200 N Ocean Boulevard Unit#S-906,Auberge Beach Residences,3700000,same street,2100 N Ocean Blvd Unit#16B,1875000,715.0,2623
2200 N Ocean Boulevard Unit#S-906,Auberge Beach Residences,3700000,same street,2200 N Ocean Boulevard Unit#S903,3800000,1363.0,2787
151 N Seabreeze Boulevard Unit#E1504,Selene,3699000,same street,153 N Seabreeze Blvd Unit#2302,5250000,1620.0,3240
151 N Seabreeze Boulevard Unit#E1504,Selene,3699000,same street,153 N Seabreeze Boulevard Unit#1902-S,4675000,1443.0,3240
151 N Seabreeze Boulevard Unit#E1504,Selene,3699000,same street,153 N Seabreeze Boulevard Unit#S-502,3100000,957.0,3240
151 N Seabreeze Boulevard Unit#E1504,Selene,3699000,same street,151 N Seabreeze Boulevard Unit#E-2502,2845000,1243.0,2288
151 N Seabreeze Boulevard Unit#E1504,Selene,3699000,same street,153 N Seabreeze Boulevard Unit#2505,2200000,1164.0,1890
505 NE 2nd Street Unit#34A,Viceroy Fort Lauderdale,3675000,same street,313 NE 2nd St Unit#905,475000,375.0,1265
505 NE 2nd Street Unit#34A,Viceroy Fort Lauderdale,3675000,same street,313 NE 2nd Street Unit#405,457000,361.0,1265
505 NE 2nd Street Unit#34A,Viceroy Fort Lauderdale,3675000,same street,313 NE 2nd St Unit#201,370000,460.0,804
505 NE 2nd Street Unit#34A,Viceroy Fort Lauderdale,3675000,same street,313 NE 2nd St Unit#802,330000,437.0,755
505 NE 2nd Street Unit#34A,Viceroy Fort Lauderdale,3675000,same street,313 NE 2nd St Unit#1002,300000,397.0,755
1200 Holiday Drive Unit#602,Coconut Grove Residences,3600000,same street,1200 Holiday Dr Unit#506,1150000,594.0,1937
1200 Holiday Drive Unit#602,Coconut Grove Residences,3600000,same street,3000 Holiday Dr Unit#1603,705000,433.0,1627
1200 Holiday Drive Unit#602,Coconut Grove Residences,3600000,same street,1200 Holiday Dr Unit#208,619000,423.0,1465
1200 Holiday Drive Unit#602,Coconut Grove Residences,3600000,same street,3000 Holiday Dr Unit#1206,480000,395.0,1214
1200 Holiday Drive Unit#602,Coconut Grove Residences,3600000,same street,3000 Holiday Dr Unit#1406,385000,317.0,1214
323 Hendricks Isle,Victoria Isles,3600000,same street,516 Hendricks Isle Unit#4A,1675000,516.0,3246
323 Hendricks Isle,Victoria Isles,3600000,same street,11 Hendricks Isle Unit#11,2800000,787.0,3559
323 Hendricks Isle,Victoria Isles,3600000,same street,423 Hendricks Isle,2450000,790.0,3102
323 Hendricks Isle,Victoria Isles,3600000,same street,421 Hendricks Isle,2517000,811.0,3102
323 Hendricks Isle,Victoria Isles,3600000,same street,301 Hendricks Isle Unit#2,1750000,571.0,3064
321 Hendricks Isle,Victoria Isles,3600000,same street,516 Hendricks Isle Unit#4A,1675000,516.0,3246
321 Hendricks Isle,Victoria Isles,3600000,same street,11 Hendricks Isle Unit#11,2800000,787.0,3559
321 Hendricks Isle,Victoria Isles,3600000,same street,423 Hendricks Isle,2450000,790.0,3102
321 Hendricks Isle,Victoria Isles,3600000,same street,421 Hendricks Isle,2517000,811.0,3102
321 Hendricks Isle,Victoria Isles,3600000,same street,301 Hendricks Isle Unit#2,1750000,571.0,3064
405 Bontona Ave,Venice,3595000,same street,500 Bontona Ave,3500000,863.0,4056
405 Bontona Ave,Venice,3595000,same street,316 Bontona Avenue,3500000,853.0,4101
405 Bontona Ave,Venice,3595000,same street,516 Bontona Avenue,3050000,685.0,4452
405 Bontona Ave,Venice,3595000,same street,401 Bontona Ave,6300000,1045.0,6026
405 Bontona Ave,Venice,3595000,same street,529 Bontona Ave,23955000,2335.0,10259
500 Hendricks Isle Unit#3n,Lumiere,3510000,same street,45 Hendricks Isle Unit#201,1800000,604.0,2979
500 Hendricks Isle Unit#3n,Lumiere,3510000,same street,417 Hendricks Isle,1500000,501.0,2992
500 Hendricks Isle Unit#3n,Lumiere,3510000,same street,301 Hendricks Isle Unit#2,1750000,571.0,3064
500 Hendricks Isle Unit#3n,Lumiere,3510000,same street,423 Hendricks Isle,2450000,790.0,3102
500 Hendricks Isle Unit#3n,Lumiere,3510000,same street,421 Hendricks Isle,2517000,811.0,3102
525 N Fort Lauderdale Beach Blvd Unit#1705,Four Seasons,3500000,same street,701 N Fort Lauderdale Beach Blvd Unit#1704,2300000,1204.0,1910
525 N Fort Lauderdale Beach Blvd Unit#1705,Four Seasons,3500000,same street,601 N Fort Lauderdale Beach Blvd Unit#1501,1525000,744.0,2050
525 N Fort Lauderdale Beach Blvd Unit#1705,Four Seasons,3500000,same street,1200 N Fort Lauderdale Beach Blvd Unit#701,770000,374.0,2059
525 N Fort Lauderdale Beach Blvd Unit#1705,Four Seasons,3500000,same street,525 N Fort Lauderdale Beach Blvd Unit#1404,3400000,1643.0,2069
525 N Fort Lauderdale Beach Blvd Unit#1705,Four Seasons,3500000,same street,1 N Fort Lauderdale Beach Blvd Unit#2002,2800000,1344.0,2083
525 N Fort Lauderdale Beach Boulevard Unit#1204,Four Seasons,3500000,same street,525 N Fort Lauderdale Beach Blvd Unit#1404,3400000,1643.0,2069
525 N Fort Lauderdale Beach Boulevard Unit#1204,Four Seasons,3500000,same street,1200 N Fort Lauderdale Beach Blvd Unit#701,770000,374.0,2059
525 N Fort Lauderdale Beach Boulevard Unit#1204,Four Seasons,3500000,same street,1 N Fort Lauderdale Beach Blvd Unit#2002,2800000,1344.0,2083
525 N Fort Lauderdale Beach Boulevard Unit#1204,Four Seasons,3500000,same street,601 N Fort Lauderdale Beach Blvd Unit#1501,1525000,744.0,2050
525 N Fort Lauderdale Beach Boulevard Unit#1204,Four Seasons,3500000,same street,701 N Fort Lauderdale Beach Blvd Unit#TH4,1700000,774.0,2195
2200 S OCEAN LN Unit#3009-10,Point Americas,3500000,same street,2200 S Ocean Ln Unit#2609/2610,4000000,1098.0,3644
2200 S OCEAN LN Unit#3009-10,Point Americas,3500000,same street,2200 S Ocean Ln Unit#209/210,2700000,743.0,3634
2200 S OCEAN LN Unit#3009-10,Point Americas,3500000,same street,2200 S Ocean Ln Unit#401 & 402,1750000,483.0,3621
2200 S OCEAN LN Unit#3009-10,Point Americas,3500000,same street,2200 S Ocean Ln Unit#2409/2410,3100000,819.0,3787
2200 S OCEAN LN Unit#3009-10,Point Americas,3500000,same street,2100 S Ocean Ln Unit#1801-2,1200000,378.0,3176
607 Intracoastal Drive,Sunrise Intracoastal,3500000,same street,711 INTRACOASTAL DR,2600000,638.0,4073
607 Intracoastal Drive,Sunrise Intracoastal,3500000,same street,920 Intracoastal Drive Unit#Ph1,5400000,1257.0,4295
607 Intracoastal Drive,Sunrise Intracoastal,3500000,same street,2210 Intracoastal Dr,5400000,1194.0,4524
607 Intracoastal Drive,Sunrise Intracoastal,3500000,same street,936 Intracoastal Dr Unit#PH4,1376000,416.0,3305
607 Intracoastal Drive,Sunrise Intracoastal,3500000,same street,920 Intracoastal Dr Unit#903,2800000,859.0,3258
2130 NE 15th St,Lauder Gate Isles,3499000,same street,2719 NE 15th St Unit#3,1200000,372.0,3226
2130 NE 15th St,Lauder Gate Isles,3499000,same street,2719 NE 15th Street,1075000,333.0,3226
2130 NE 15th St,Lauder Gate Isles,3499000,same street,2709 NE 15th St,1575000,551.0,2856
2130 NE 15th St,Lauder Gate Isles,3499000,same street,1755 NE 15th St,2000000,742.0,2695
2130 NE 15th St,Lauder Gate Isles,3499000,same street,2614 NE 15th Street,2375000,909.0,2613
2878 NE 26th Street,Coral Ridge Galt,3495000,same street,3200 NE 26th St,2500000,734.0,3407
2878 NE 26th Street,Coral Ridge Galt,3495000,same street,2898 NE 26th Street,7250000,1546.0,4690
2878 NE 26th Street,Coral Ridge Galt,3495000,same street,2870 NE 26th Street,2300000,1007.0,2284
2878 NE 26th Street,Coral Ridge Galt,3495000,same street,2732 NE 26th St,1375000,653.0,2106
2878 NE 26th Street,Coral Ridge Galt,3495000,same street,2732 NE 26th St,1040000,494.0,2106
325 Poinciana Drive,Idlewyld,3495000,same street,629 Poinciana Drive,3600000,1522.0,2365
325 Poinciana Drive,Idlewyld,3495000,same street,347 Poinciana Drive,2195000,660.0,3325
21 Isle Of Venice Drive Unit#301,Aquamar Las Olas,3495000,same street,41 Isle Of Venice Dr Unit#301,3300000,998.0,3308
21 Isle Of Venice Drive Unit#301,Aquamar Las Olas,3495000,same street,144 Isle Of Venice Drive Unit#144,2800000,870.0,3217
21 Isle Of Venice Drive Unit#301,Aquamar Las Olas,3495000,same street,101 Isle Of Venice Dr Unit#101,2395000,746.0,3212
21 Isle Of Venice Drive Unit#301,Aquamar Las Olas,3495000,same street,20 Isle Of Venice Dr Unit#PH-1,2885000,921.0,3134
21 Isle Of Venice Drive Unit#301,Aquamar Las Olas,3495000,same street,30 Isle Of Venice Drive Unit#304,2300000,734.0,3134
433 NE 11th Ave,Victoria Park,3450000,same street,507 NE 11th Ave,3400000,762.0,4462
433 NE 11th Ave,Victoria Park,3450000,same street,550 NE 11th Ave,3000000,773.0,3883
433 NE 11th Ave,Victoria Park,3450000,same street,548 NE 11th Ave,3000000,781.0,3841
433 NE 11th Ave,Victoria Park,3450000,same street,549 NE 11th Ave,2775000,801.0,3465
433 NE 11th Ave,Victoria Park,3450000,same street,400 NE 11th Ave,1400000,536.0,2612
1765 NE 6th Court,Victoria Park,3449000,same street,1504 NE 6th Ct,2000000,626.0,3196
1765 NE 6th Court,Victoria Park,3449000,same street,1632 NE 6th Ct,1920000,940.0,2042
918 SE 8th Street,Rio Vista,3449000,same street,820 SE 8th St,1800000,499.0,3606
918 SE 8th Street,Rio Vista,3449000,same street,1125 SE 8th Street,2600000,794.0,3274
918 SE 8th Street,Rio Vista,3449000,same street,812 SE 8th St,1875000,836.0,2243
500 Hendricks Isle Unit#4S,Lumiere,3430000,same street,400 Hendricks Isle Unit#3A,2100000,782.0,2687
500 Hendricks Isle Unit#4S,Lumiere,3430000,same street,410 Hendricks Isle Unit#204,1400000,521.0,2687
500 Hendricks Isle Unit#4S,Lumiere,3430000,same street,45 Hendricks Isle Unit#201,1800000,604.0,2979
500 Hendricks Isle Unit#4S,Lumiere,3430000,same street,417 Hendricks Isle,1500000,501.0,2992
500 Hendricks Isle Unit#4S,Lumiere,3430000,same street,110 Hendricks Isle Unit#10,1015000,390.0,2600
720 SE 7th St,Rio Vista,3400000,same street,1115 SE 7th St,3900000,867.0,4500
720 SE 7th St,Rio Vista,3400000,same street,1713 SE 7th St,4800000,1318.0,3641
720 SE 7th St,Rio Vista,3400000,same street,1200 SE 7th St,2681250,780.0,3438
720 SE 7th St,Rio Vista,3400000,same street,1200 SE 7th St,2750000,800.0,3438
720 SE 7th St,Rio Vista,3400000,same street,712 SE 7th St,2300000,743.0,3094
525 N Fort Lauderdale Beach Boulevard Unit#1605,Four Seasons,3400000,same street,1 N Fort Lauderdale Beach blvd Unit#1802,2650000,1491.0,1777
525 N Fort Lauderdale Beach Boulevard Unit#1605,Four Seasons,3400000,same street,701 N Fort Lauderdale Beach Boulevard Unit#1603,2115000,1208.0,1751
525 N Fort Lauderdale Beach Boulevard Unit#1605,Four Seasons,3400000,same street,701 N Fort Lauderdale Beach Blvd Unit#1703,2295000,1311.0,1750
525 N Fort Lauderdale Beach Boulevard Unit#1605,Four Seasons,3400000,same street,525 N Fort Lauderdale Beach Blvd Unit#1708,2550000,1482.0,1721
525 N Fort Lauderdale Beach Boulevard Unit#1605,Four Seasons,3400000,same street,1151 N Fort Lauderdale Beach Boulevard Unit#17b,1080000,635.0,1700
801 Seabreeze Boulevard Unit#R 1604,St Regis Residences,3400000,same street,1601 Seabreeze Boulevard,1650000,826.0,1997
801 Seabreeze Boulevard Unit#R 1604,St Regis Residences,3400000,same street,1530 Seabreeze Boulevard,1635000,776.0,2106
801 Seabreeze Boulevard Unit#R 1604,St Regis Residences,3400000,same street,1344 Seabreeze Blvd,1635000,628.0,2605
801 Seabreeze Boulevard Unit#R 1604,St Regis Residences,3400000,same street,1217 Seabreeze Blvd,1862000,688.0,2706
801 Seabreeze Boulevard Unit#R 1604,St Regis Residences,3400000,same street,1237 Seabreeze Blvd,4400000,1358.0,3240
2719 NE 19th Street,Coral Ridge,3400000,same street,2728 NE 19th St,1800000,377.0,4770
2719 NE 19th Street,Coral Ridge,3400000,same street,1913 NE 19th St,1950000,750.0,2600
2719 NE 19th Street,Coral Ridge,3400000,same street,3030 NE 19th Street,1595000,744.0,2145
2719 NE 19th Street,Coral Ridge,3400000,same street,3114 NE 19th St,1750000,826.0,2119
2719 NE 19th Street,Coral Ridge,3400000,same street,1800 NE 19th Street,869000,454.0,1916
607 NE 17th Avenue,Victoria Park,3400000,same street,440 NE 17th Ave,2450000,623.0,3932
607 NE 17th Avenue,Victoria Park,3400000,same street,1317 NE 17th Ave,1850000,546.0,3391
607 NE 17th Avenue,Victoria Park,3400000,same street,409 NE 17th Ave,2650000,798.0,3319
607 NE 17th Avenue,Victoria Park,3400000,same street,2112 NE 17th Ave,2150000,721.0,2984
607 NE 17th Avenue,Victoria Park,3400000,same street,1524 NE 17th Avenue,1500000,531.0,2826
2311 SE 17th Street Unit#202,Habor Villa,3399000,same street,1819 SE 17th St Unit#1606,849000,485.0,1750
2311 SE 17th Street Unit#202,Habor Villa,3399000,same street,1819 SE 17th St Unit#906,775000,443.0,1750
2311 SE 17th Street Unit#202,Habor Villa,3399000,same street,1819 SE 17th St Unit#903,595000,403.0,1475
2311 SE 17th Street Unit#202,Habor Villa,3399000,same street,1819 SE 17th St Unit#710,510000,354.0,1440
2311 SE 17th Street Unit#202,Habor Villa,3399000,same street,1819 SE 17th St Unit#1107,815000,438.0,1860
2832 NE 26th St,Coral Ridge Galt,3397000,same street,2870 NE 26th Street,2300000,1007.0,2284
2832 NE 26th St,Coral Ridge Galt,3397000,same street,2732 NE 26th St,1375000,653.0,2106
2832 NE 26th St,Coral Ridge Galt,3397000,same street,2732 NE 26th St,1040000,494.0,2106
2832 NE 26th St,Coral Ridge Galt,3397000,same street,3200 NE 26th St,2500000,734.0,3407
2832 NE 26th St,Coral Ridge Galt,3397000,same street,109 NE 26th St,850000,451.0,1884
728 NE 17th Terrace,Victoria Park,3395000,same street,1717 NE 17th Terrace,2670000,880.0,3034
728 NE 17th Terrace,Victoria Park,3395000,same street,1517 NE 17th Ter,1025000,371.0,2766
728 NE 17th Terrace,Victoria Park,3395000,same street,921 NE 17th Terrace Unit#A,1495000,590.0,2532
728 NE 17th Terrace,Victoria Park,3395000,same street,810 NE 17th ter,1600000,644.0,2484
728 NE 17th Terrace,Victoria Park,3395000,same street,808 NE 17th Ter,1600000,644.0,2484
153 N Seabreeze Unit#1901-s,Selene Oceanfront,3350000,same street,153 N Seabreeze Unit#1805-S,1977000,1046.0,1890
153 N Seabreeze Unit#1901-s,Selene Oceanfront,3350000,same street,153 N Seabreeze Unit#1803-S,1625000,1148.0,1416
500 Hendricks Isle Unit#2N,Lumiere,3350000,same street,45 Hendricks Isle Unit#201,1800000,604.0,2979
500 Hendricks Isle Unit#2N,Lumiere,3350000,same street,417 Hendricks Isle,1500000,501.0,2992
500 Hendricks Isle Unit#2N,Lumiere,3350000,same street,301 Hendricks Isle Unit#2,1750000,571.0,3064
500 Hendricks Isle Unit#2N,Lumiere,3350000,same street,423 Hendricks Isle,2450000,790.0,3102
500 Hendricks Isle Unit#2N,Lumiere,3350000,same street,421 Hendricks Isle,2517000,811.0,3102
1201 Mandarin Isle,South New River Isles,3350000,same street,1008 Mandarin Isle,2225000,533.0,4177
1201 Mandarin Isle,South New River Isles,3350000,same street,1112 Mandarin Isle,1570000,956.0,1642
1201 Mandarin Isle,South New River Isles,3350000,same street,1213 Mandarin Isle,1009000,719.0,1404
1201 Mandarin Isle,South New River Isles,3350000,same street,1100 Mandarin Isle,915000,665.0,1376
1201 Mandarin Isle,South New River Isles,3350000,same street,917 Mandarin Isle,850000,758.0,1122
100 E Las Olas Boulevard Unit#4001,Las Olas,3299000,same street,2615 E Las Olas Boulevard,4160000,1103.0,3773
100 E Las Olas Boulevard Unit#4001,Las Olas,3299000,same street,1760 E Las Olas Blvd Unit#300,2300000,592.0,3886
100 E Las Olas Boulevard Unit#4001,Las Olas,3299000,same street,2417 E Las Olas Blvd,2195000,672.0,3266
100 E Las Olas Boulevard Unit#4001,Las Olas,3299000,same street,100 E Las Olas Blvd Unit#4103,2100000,709.0,2964
100 E Las Olas Boulevard Unit#4001,Las Olas,3299000,same street,100 E Las Olas Boulevard Unit#3303,2100000,709.0,2964
445 NE 11th Avenue,Halls,3295000,same street,549 NE 11th Ave,2775000,801.0,3465
445 NE 11th Avenue,Halls,3295000,same street,548 NE 11th Ave,3000000,781.0,3841
445 NE 11th Avenue,Halls,3295000,same street,550 NE 11th Ave,3000000,773.0,3883
445 NE 11th Avenue,Halls,3295000,same street,400 NE 11th Ave,1400000,536.0,2612
445 NE 11th Avenue,Halls,3295000,same street,517 NE 11th Avenue,1910000,781.0,2447
325 Coconut Isle Drive,Las Olas Isles,3295000,same street,404 Coconut Isle Dr,3100000,1717.0,1805
325 Coconut Isle Drive,Las Olas Isles,3295000,same street,319 Coconut Isle Dr,699000,176.0,3963
325 Coconut Isle Drive,Las Olas Isles,3295000,same street,509 Coconut Isle Drive,5450000,1244.0,4380
325 Coconut Isle Drive,Las Olas Isles,3295000,same street,337 Coconut Isle Dr,4800000,1064.0,4511
325 Coconut Isle Drive,Las Olas Isles,3295000,same street,500 Coconut Isle Dr,3900000,836.0,4665
1329 SE 13th Terrace,Lauderdale Harbors,3295000,same street,1318 SE 13th Ter,2800000,722.0,3878
1329 SE 13th Terrace,Lauderdale Harbors,3295000,same street,1017 SE 13th Terrace,2100000,768.0,2733
1329 SE 13th Terrace,Lauderdale Harbors,3295000,same street,1235 SE 13th Ter,1800000,855.0,2105
1329 SE 13th Terrace,Lauderdale Harbors,3295000,same street,1323 SE 13th Ter,1450000,759.0,1911
1329 SE 13th Terrace,Lauderdale Harbors,3295000,same street,1204 SE 13th Ter,727000,541.0,1345
435 Bayshore Drive Unit#302,Adagio Fort Lauderdale Bea,3250000,same street,435 Bayshore Drive Unit#702,2947500,1068.0,2759
435 Bayshore Drive Unit#302,Adagio Fort Lauderdale Bea,3250000,same street,615 Bayshore Dr Unit#105,1700000,627.0,2710
435 Bayshore Drive Unit#302,Adagio Fort Lauderdale Bea,3250000,same street,615 Bayshore Drive Unit#106,1950000,723.0,2698
435 Bayshore Drive Unit#302,Adagio Fort Lauderdale Bea,3250000,same street,715 Bayshore Dr Unit#504,1100000,410.0,2680
435 Bayshore Drive Unit#302,Adagio Fort Lauderdale Bea,3250000,same street,435 Bayshore Dr Unit#PH3,2800000,976.0,2870
1958 Harbourview Drive,Harbour Heights,3250000,same street,2024 Harbourview Drive,2995000,648.0,4621
1958 Harbourview Drive,Harbour Heights,3250000,same street,1925 Harbourview Dr,4300000,999.0,4306
1958 Harbourview Drive,Harbour Heights,3250000,same street,1957 Harbourview Drive,10700000,1657.0,6456
1958 Harbourview Drive,Harbour Heights,3250000,same street,1950 Harbourview Dr,1300000,709.0,1833
428 NE 17th Ave,Victoria Park,3225000,same street,1632 NE 17th Ave,600000,522.0,1150
428 NE 17th Ave,Victoria Park,3225000,same street,1415 NE 17th Ave,605000,505.0,1199
428 NE 17th Ave,Victoria Park,3225000,same street,731 NE 17th Ave,750000,689.0,1088
428 NE 17th Ave,Victoria Park,3225000,same street,711 NE 17th Ave,870000,821.0,1060
428 NE 17th Ave,Victoria Park,3225000,same street,1627 NE 17th Ave,845000,635.0,1330
500 Hendricks Isle Unit#3S,Lumiere,3220000,same street,400 Hendricks Isle Unit#3A,2100000,782.0,2687
500 Hendricks Isle Unit#3S,Lumiere,3220000,same street,410 Hendricks Isle Unit#204,1400000,521.0,2687
500 Hendricks Isle Unit#3S,Lumiere,3220000,same street,45 Hendricks Isle Unit#201,1800000,604.0,2979
500 Hendricks Isle Unit#3S,Lumiere,3220000,same street,417 Hendricks Isle,1500000,501.0,2992
500 Hendricks Isle Unit#3S,Lumiere,3220000,same street,110 Hendricks Isle Unit#10,1015000,390.0,2600
170 Isle Of Venice Drive,Nurmi Isles,3200000,same street,41 Isle Of Venice Dr Unit#301,3300000,998.0,3308
170 Isle Of Venice Drive,Nurmi Isles,3200000,same street,144 Isle Of Venice Drive Unit#144,2800000,870.0,3217
170 Isle Of Venice Drive,Nurmi Isles,3200000,same street,101 Isle Of Venice Dr Unit#101,2395000,746.0,3212
170 Isle Of Venice Drive,Nurmi Isles,3200000,same street,20 Isle Of Venice Dr Unit#PH-1,2885000,921.0,3134
170 Isle Of Venice Drive,Nurmi Isles,3200000,same street,30 Isle Of Venice Drive Unit#304,2300000,734.0,3134
719 N Victoria Park Road,Victoria Highlands Pla,3199000,same street,317 N Victoria Park Road,2325000,612.0,3800
719 N Victoria Park Road,Victoria Highlands Pla,3199000,same street,129 N Victoria Park Rd,2860000,787.0,3635
